"ÿ??
ÿÿÿÿÿÿÿÿ?",ÿÿÿ??ÿÿ?,ÿÿÿÿÿÿÿÿÿ,ÿÿÿ??ÿ,"ÿ??
ÿÿ?ÿÿÿ?
ÿ??ÿÿ?ÿÿ",ÿÿÿÿÿÿ,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿ,ÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿÿÿ,"ÿÿ?ÿÿÿÿ?ÿÿ?/
ÿÿÿÿÿ?",ÿÿÿ?ÿÿÿ/ÿ?ÿÿÿÿ,2 ÿ?ÿ?ÿÿÿ,3 ÿ?ÿ?ÿÿÿ,4-9 ÿ?ÿ?ÿÿÿ,10 ÿ?ÿ?ÿÿÿ/ÿÿÿ?ÿÿÿ,ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿ?,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ? ÿÿÿÿÿÿÿÿÿ,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿ???,ÿÿ??ÿÿÿ?ÿ,ÿ?ÿ??ÿÿÿ?ÿÿ,ÿÿ?ÿÿÿÿÿ?ÿ,ÿÿÿÿÿ,ÿÿÿ?ÿ,ÿÿÿÿ??ÿÿ,ÿ??ÿ,ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿ??ÿ?,ÿ?ÿ?ÿ,ÿ?ÿ?ÿ,ÿ?ÿÿ?,ÿÿÿ?ÿ,ÿÿ??ÿ?,ÿ?ÿ?ÿ,latitude,longitude
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿ?,ÿÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,6,ÿÿÿÿ?ÿÿÿ,94120206,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,6.705317,101.256453
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ??,ÿÿÿÿÿÿ,1,ÿ?ÿÿÿÿ,94080301,,/,,,/,,,,,,/,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,6.625548,101.656630
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ??,ÿÿÿÿÿÿ,2,ÿÿÿÿ,94080302,,/,,,,/,,,,,/,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.633844,101.657367
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ??,ÿÿÿÿÿÿ,3,ÿÿÿÿÿÿ??,94080303,,/,,,,/,,,,,/,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.640686,101.647655
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ??,ÿÿÿÿÿÿ,4,ÿÿÿÿÿ,94080304,,/,,,,/,,,,,/,,,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,6.626586,101.638275
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿ,ÿ??,ÿÿÿÿÿÿ,1,?ÿ?ÿ,94080101,,/,/,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.591344,101.669076
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿ,ÿ??,ÿÿÿÿÿÿ,2,ÿÿÿÿ?,94080102,,/,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.617249,101.677073
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿ,ÿ??,ÿÿÿÿÿÿ,3,ÿÿÿ?,94080103,,/,/,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.584750,101.677862
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿ,ÿ??,ÿÿÿÿÿÿ,4,ÿÿ??,94080104,,/,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.615959,101.660977
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿ??,94080204,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,,6.662194,101.665051
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿ,94100801,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.721994,101.317049
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿ???ÿ,94100802,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,6.708202,101.292604
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿ,ÿÿÿÿÿÿ,3,ÿÿ?ÿ,94100803,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.715707,101.290468
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿ?ÿÿÿÿ,94100804,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.721918,101.304971
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿÿÿÿÿ,94100805,,/,/,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.715960,101.322012
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿ,94101101,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.683200,101.317100
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿÿ???,94101104,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.664400,101.328400
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿ,ÿÿÿÿÿÿ,5,ÿ?ÿÿÿÿ,94101105,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.652100,101.330700
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿ??ÿ,94101202,,,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.605989,101.306273
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿ,ÿÿÿÿÿÿ,3,ÿÿÿÿ,94101203,,,,/,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.609052,101.331652
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿ,ÿÿÿÿÿÿ,4,ÿÿÿÿÿÿÿ,94101204,,,,/,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.607722,101.345137
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿ,ÿÿÿÿÿÿ,5,ÿÿÿÿÿ??ÿ,94101205,,,,/,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.581957,101.357591
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿ,ÿÿÿÿÿÿ,6,?ÿÿÿÿÿÿÿ,94101206,,,/,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.634428,101.342682
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,1,ÿÿÿÿÿ,94100301,,/,/,,/,,,,,,/,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.799691,101.281916
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,3,ÿÿÿ?ÿ?ÿ,94100303,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.788573,101.297825
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,4,ÿ?ÿÿÿÿ,94100304,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,13.727069,100.534088
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,7,ÿÿÿ?ÿÿ,94100307,,/,,,/,,,,,,/,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.805725,101.312420
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,8,ÿ??,94100308,,,/,,/,,,,,,/,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.798876,101.259094
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,9,ÿÿÿÿ,94100309,,,/,,/,,,,,,/,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.795540,101.283380
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿ?ÿ,ÿÿÿÿÿÿ,4,ÿÿ?ÿÿÿ,94100604,,,/,/,,/,,,,,/,,ÿÿÿÿ?,,,,,,,,,,,,,,,ÿÿÿÿ?,6.734661,101.284182
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿ,94101001,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,6.698801,101.294646
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿ??ÿ,94101005,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,6.641270,101.314146
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,6,ÿÿÿÿÿÿÿÿÿ,94101006,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,6.690169,101.296708
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿ?,ÿÿÿÿÿÿ,2,ÿÿÿ?,94100102,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,6.767260,101.279837
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿ?,ÿÿÿÿÿÿ,3,ÿ?ÿÿÿÿÿÿ,94100103,,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.763350,101.293947
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿ?,ÿÿÿÿÿÿ,4,ÿÿÿÿÿ,94100104,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.760918,101.301152
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿÿÿ?,ÿÿÿÿÿÿ,5,ÿÿÿ?ÿ,94100105,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.785031,101.297617
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?,ÿÿÿÿÿÿ,1,ÿ?,94100701,,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,6.739313,101.302974
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?,ÿÿÿÿÿÿ,2,ÿÿÿ?ÿÿ?,94100702,,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.736200,101.295600
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?,ÿÿÿÿÿÿ,3,ÿÿÿÿÿÿÿ,94100703,,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.728824,101.318836
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?,ÿÿÿÿÿÿ,4,ÿÿ?ÿÿÿ,94100704,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.738538,101.329605
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?,ÿÿÿÿÿÿ,5,ÿÿÿ?ÿÿÿÿÿ,94100705,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.729500,101.299000
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿ,94100202,,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.828473,101.296257
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿÿ,ÿÿÿÿÿÿ,3,ÿ?ÿÿ,94100203,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.817977,101.300882
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿÿÿÿ?,94100204,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,6.821165,101.312593
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿÿÿ,94100205,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.832323,101.319898
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿ,ÿÿÿÿÿÿ,1,ÿ?ÿ,94100401,,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.789004,101.325805
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿÿÿ,94100402,,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.801922,101.317404
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿ?,ÿ?ÿ,ÿÿÿÿÿÿ,4,ÿ?ÿ,94100404,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.773795,101.314731
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿÿÿÿÿÿÿÿ,94090101,,/,,,,,/,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.793625,101.341801
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿ?ÿÿÿ,94090102,,/,,/,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.778464,101.351634
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ,3,ÿÿÿÿÿÿ,94090103,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.777103,101.358123
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿ?,94090104,,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.769729,101.365515
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿÿÿ?,94090105,,/,,,,,/,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.784045,101.340703
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,3,ÿÿ?ÿ?,94090203,,/,,,,/,,,,,/,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,6.879908,101.421665
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿ?ÿ,94090204,,/,,,,/,,,,,/,,ÿÿÿÿ?,,,,,,,,,,,,,,,ÿÿÿÿ?,6.874985,101.436560
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿ??,94090205,,/,,,,/,,,,,/,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.885820,101.400459
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿ?ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿ?ÿ?ÿÿÿÿ,94090301,,/,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,6.809751,101.426122
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿ?ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿÿ,94090302,,,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,6.826149,101.420209
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿ?ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,5,ÿ??ÿÿ?ÿ,94090305,,,/,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,6.809291,101.421036
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿ?ÿ,ÿÿÿÿÿÿ,1,ÿÿÿ?ÿ,94091201,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,6.770945,101.377723
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿ?ÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿ?ÿÿÿÿÿ,94091202,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.768344,101.390182
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿÿÿ?ÿ,ÿÿÿÿÿÿ,4,ÿÿ?ÿÿÿÿ,94091204,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,6.769596,101.384741
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿ???,ÿÿÿÿÿÿ,2,ÿ?ÿ?,94091502,,/,,,,,/,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,6.821007,101.406438
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿ???,ÿÿÿÿÿÿ,3,ÿÿÿÿ,94091503,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,6.803243,101.411804
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿ???,ÿÿÿÿÿÿ,4,ÿÿÿÿÿÿ,94091504,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,6.815044,101.392589
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,ÿ???,ÿÿÿÿÿÿ,5,ÿÿÿÿÿ?,94091505,,/,,,,/,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,6.807332,101.415109
ÿÿÿÿÿÿÿÿ?ÿ?,ÿ?ÿ?ÿ,ÿÿÿÿÿÿ,??ÿ?,ÿÿÿÿÿÿ,2,ÿÿÿÿ,94091002,,/,,,,,,/,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.854086,101.390600
